id,first_name,last_name,full_name,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
1238,Heather,Marsh,Heather Marsh,97,67,79,76,76,66,97
1239,Dawn,Flores,Dawn Flores,53,98,66,80,82,89,85
1240,Christie,Lane,Christie Lane,99,85,98,91,86,97,85
1241,Traci,Johnson,Traci Johnson,99,89,88,94,99,89,92
1242,Robert,Hartman,Robert Hartman,79,83,78,89,83,79,76
1243,Christopher,Porter,Christopher Porter,94,95,75,73,51,89,77
1244,Phillip,Lynch,Phillip Lynch,97,73,92,64,66,96,65
1245,Matthew,Green,Matthew Green,87,70,65,64,30,72,68
1246,Jesse,Johnson,Jesse Johnson,82,82,87,92,64,70,72
1247,Donna,Andrews,Donna Andrews,94,98,96,88,96,61,80
1248,Timothy,Hall,Timothy Hall,99,85,97,72,79,92,82
1249,Amy,Hicks,Amy Hicks,68,83,74,87,71,86,82
1250,Susan,Wall,Susan Wall,67,82,81,83,57,59,91
1251,David,Fields,David Fields,92,65,81,79,84,85,74
1252,Terri,Lyons,Terri Lyons,69,77,82,93,92,90,71
1253,Eric,Jones,Eric Jones,92,98,61,99,77,72,75
1254,Betty,Nguyen,Betty Nguyen,90,64,90,75,64,96,71
1255,Albert,Anderson,Albert Anderson,91,92,73,97,61,63,71
1256,Katrina,Montgomery,Katrina Montgomery,65,67,91,81,97,99,75
1257,Samantha,Cole,Samantha Cole,98,80,70,60,88,65,92
1258,Kathleen,Potts,Kathleen Potts,70,89,78,87,87,62,85
1259,Melissa,Edwards,Melissa Edwards,97,97,90,69,75,68,70
1260,Mark,Delgado,Mark Delgado,80,71,89,81,75,81,63
1261,Derek,Bates,Derek Bates,70,75,79,77,65,92,78
1262,Ryan,Ruiz,Ryan Ruiz,96,79,92,85,95,69,65
1263,Charles,Gill,Charles Gill,99,62,65,67,97,73,96
1264,Amanda,Edwards,Amanda Edwards,76,72,97,65,87,93,84
1265,Emily,Waters,Emily Waters,86,68,98,87,61,78,96
1266,John,Stevenson,John Stevenson,98,100,100,81,73,75,99
1267,Kevin,Hoffman,Kevin Hoffman,88,74,88,92,83,71,89
1268,Joseph,Mcconnell,Joseph Mcconnell,89,65,71,96,65,63,100
1269,Jessica,Smith,Jessica Smith,88,100,89,87,76,89,85
1270,Shannon,Martinez,Shannon Martinez,78,73,89,86,69,84,97
1271,Kenneth,Baker,Kenneth Baker,87,85,96,98,88,99,92
1272,Margaret,Sanchez,Margaret Sanchez,90,76,64,88,80,75,70
1273,Ryan,Hensley,Ryan Hensley,88,67,90,89,49,85,63
1274,Sharon,Stephenson,Sharon Stephenson,99,72,90,83,90,99,97
1275,Shawn,Cameron,Shawn Cameron,41,99,84,63,92,72,81
1276,Stephanie,Kennedy,Stephanie Kennedy,98,90,70,97,69,79,74
1277,Hayley,Abbott,Hayley Abbott,91,66,91,62,82,69,62
1278,Rachel,Jacobs,Rachel Jacobs,68,72,92,51,96,88,81
1279,Danielle,Tran,Danielle Tran,79,100,79,60,100,84,93
1280,Autumn,Barrett,Autumn Barrett,77,66,61,98,90,95,73
1281,Jennifer,Landry,Jennifer Landry,89,100,90,81,86,80,92
1282,Sean,Rodriguez,Sean Rodriguez,94,69,80,66,62,61,88
1283,Ryan,Long,Ryan Long,80,85,85,60,77,90,81
1284,Robert,Hancock,Robert Hancock,79,88,97,94,89,82,97
1285,Stephanie,Rodriguez,Stephanie Rodriguez,92,65,88,78,67,95,96
1286,Kristen,Evans,Kristen Evans,85,62,92,89,92,75,78
1287,Jaime,White,Jaime White,75,83,66,70,57,77,96
1288,Marcus,Howard,Marcus Howard,88,65,75,73,66,98,81
1289,Lucas,Jenkins,Lucas Jenkins,93,89,88,86,85,89,95
1290,Aaron,Ortiz,Aaron Ortiz,86,93,91,64,69,71,64
1291,Todd,Stephens,Todd Stephens,62,91,92,61,85,98,72
1292,Denise,Blackburn,Denise Blackburn,82,74,80,60,96,76,99
1293,Susan,Perez,Susan Perez,83,94,77,97,78,60,85
1294,Tyler,Green,Tyler Green,98,75,62,64,68,80,79
1295,Rebecca,Daniel,Rebecca Daniel,84,74,90,99,90,92,72
1296,Alexandria,Harris,Alexandria Harris,91,75,82,68,88,98,88
1297,Danny,Taylor,Danny Taylor,83,81,96,62,66,90,91
1298,Amanda,Evans,Amanda Evans,83,63,84,82,78,60,71
1299,Scott,Owens,Scott Owens,90,72,62,84,74,75,100
1300,Jesus,Jones,Jesus Jones,81,92,97,73,90,90,60
1301,April,Spence,April Spence,89,67,87,61,91,80,76
1302,Christopher,Lopez,Christopher Lopez,97,65,96,92,91,66,74
1303,Mario,Hopkins,Mario Hopkins,97,88,88,79,100,74,83
1304,Cody,Burke,Cody Burke,100,89,98,81,78,91,87
1305,Candace,White,Candace White,98,63,82,61,79,70,86
1306,Robert,Brown,Robert Brown,97,98,83,87,60,78,70
1307,Erica,Woodward,Erica Woodward,78,80,73,91,34,73,60
1308,Elizabeth,Smith,Elizabeth Smith,100,92,67,89,90,83,89
1309,Jennifer,Martin,Jennifer Martin,92,77,89,97,61,93,82
1310,David,Smith,David Smith,81,95,84,85,82,62,63
1311,Lori,Johnson,Lori Johnson,98,67,74,94,94,96,85
1312,Martin,Garcia,Martin Garcia,62,74,98,97,72,72,95
1313,Stacy,Collins,Stacy Collins,95,88,85,86,76,78,81
1314,Timothy,Bailey,Timothy Bailey,87,90,80,88,71,95,81
1315,Susan,Gonzalez,Susan Gonzalez,85,85,67,91,75,93,81
1316,Nicole,Harris,Nicole Harris,96,72,66,80,72,83,98
1317,Courtney,Moran,Courtney Moran,83,63,66,67,60,60,61
1318,Gregory,Barton,Gregory Barton,89,92,88,99,92,62,71
1319,Dakota,Clark,Dakota Clark,90,73,98,72,69,84,86
1320,Robin,Leonard,Robin Leonard,99,72,74,88,90,81,95
1321,Edward,Smith,Edward Smith,62,67,96,67,82,65,73
1322,Julie,Little,Julie Little,42,79,79,59,61,87,65
1323,Maureen,Norman,Maureen Norman,46,52,87,80,76,73,76
1324,Jeffrey,Andrews,Jeffrey Andrews,92,63,100,97,91,87,68
1325,Christina,Martinez,Christina Martinez,94,89,96,98,61,95,67
1326,Samuel,Becker,Samuel Becker,89,99,89,71,74,94,78
1327,Carlos,Flynn,Carlos Flynn,90,100,98,95,97,74,63
1328,Roberto,Martin,Roberto Martin,69,81,83,68,76,90,95
1329,Jennifer,Johnson,Jennifer Johnson,40,51,67,63,98,54,79
1330,Anthony,Shah,Anthony Shah,42,92,60,54,68,69,76
1331,Aimee,Cook,Aimee Cook,82,91,69,61,79,76,83
1332,Angela,Collins,Angela Collins,82,93,67,79,84,90,64
1333,John,Jensen,John Jensen,76,80,93,74,73,63,81
1334,Julie,Gomez,Julie Gomez,80,62,66,88,75,98,68
1335,Bryan,Mitchell,Bryan Mitchell,87,90,92,62,96,77,80
1336,Katie,Clark,Katie Clark,91,98,60,88,63,78,95
1337,Kathleen,Simpson,Kathleen Simpson,100,94,94,87,65,83,95
1338,Carolyn,Reyes,Carolyn Reyes,56,60,88,96,57,68,76
1339,Derrick,Ortiz,Derrick Ortiz,84,86,96,95,75,61,99
1340,Calvin,Huynh,Calvin Huynh,86,86,64,61,97,97,91
1341,Margaret,Wells,Margaret Wells,79,67,72,50,75,95,62
1342,Heather,Fitzpatrick,Heather Fitzpatrick,99,78,61,64,75,66,76
1343,Kimberly,Wood,Kimberly Wood,95,79,95,62,69,82,94
1344,Gina,Kennedy,Gina Kennedy,65,67,90,99,93,91,99
1345,Jeremy,Ward,Jeremy Ward,85,90,61,94,86,79,90
1346,Patricia,Rhodes,Patricia Rhodes,99,82,81,98,86,85,85
1347,Connie,Colon,Connie Colon,88,62,65,98,92,64,82
1348,Pamela,Moyer,Pamela Moyer,100,87,88,100,89,98,71
1349,Rachel,Williams,Rachel Williams,62,63,94,74,75,86,100
1350,Sean,Malone,Sean Malone,84,75,61,87,86,67,93
1351,Natalie,Fitzgerald,Natalie Fitzgerald,60,61,71,60,69,91,84
1352,Kevin,Diaz,Kevin Diaz,96,76,74,92,96,74,99
1353,Beth,Jones,Beth Jones,58,81,100,97,74,90,87
1354,Kathryn,Bates,Kathryn Bates,90,67,73,82,66,75,90
1355,Aaron,Mcdaniel,Aaron Mcdaniel,75,80,65,80,55,86,95
1356,Angela,King,Angela King,76,82,74,79,81,93,72
1357,Lauren,Arias,Lauren Arias,81,100,64,61,91,76,93
1358,Alyssa,Miller,Alyssa Miller,73,98,72,100,77,62,69
1359,Lisa,Best,Lisa Best,60,64,84,64,66,96,99
1360,Nicole,Garcia,Nicole Garcia,89,100,72,73,78,67,91
1361,William,Lee,William Lee,91,98,93,93,88,96,97
1362,Christopher,Bowen,Christopher Bowen,85,72,80,85,94,96,87
1363,David,Bradford,David Bradford,81,84,69,99,55,68,73
1364,Stephanie,Jordan,Stephanie Jordan,67,63,65,95,52,84,77
1365,Joseph,Blake,Joseph Blake,86,71,86,93,99,92,77
1366,Christina,Velasquez,Christina Velasquez,94,85,78,66,95,87,95
1367,Thomas,Calderon,Thomas Calderon,83,96,72,81,86,93,75
1368,Jorge,Lee,Jorge Lee,98,77,91,88,87,76,68
1369,Jasmin,Phillips,Jasmin Phillips,46,63,60,61,66,91,97
1370,Vincent,Wilson,Vincent Wilson,95,92,73,94,73,70,94
1371,Richard,Ryan,Richard Ryan,88,68,81,68,73,61,93
1372,Jesse,Garcia,Jesse Garcia,90,73,78,72,63,88,72
1373,James,Tate,James Tate,100,60,87,60,86,93,75
1374,Charles,May,Charles May,76,76,92,86,79,85,78
1375,Jeremiah,Lee,Jeremiah Lee,73,73,81,78,82,85,66
1376,Debra,Reynolds,Debra Reynolds,96,95,67,88,68,93,75
1377,Eric,Doyle,Eric Doyle,85,87,99,65,66,95,77
1378,John,Perez,John Perez,91,93,62,63,100,85,85
1379,Hector,Garcia,Hector Garcia,61,85,92,62,64,66,95
1380,Andres,Rodriguez,Andres Rodriguez,79,69,78,78,99,61,87
1381,Shelley,Murphy,Shelley Murphy,99,75,79,87,63,90,90
1382,Robin,Carr,Robin Carr,81,64,81,92,87,84,95
1383,Julie,Lambert,Julie Lambert,91,87,71,98,93,83,81
1384,Cynthia,Rodriguez,Cynthia Rodriguez,91,84,95,97,88,70,77
1385,Thomas,Ball,Thomas Ball,100,79,77,61,79,70,69
1386,Patricia,Pope,Patricia Pope,60,69,80,87,100,93,92
1387,Bryan,Pacheco,Bryan Pacheco,90,95,68,75,71,68,95
1388,Steven,Richardson,Steven Richardson,94,88,78,99,65,76,68
1389,Deborah,Hood,Deborah Hood,90,79,64,93,81,63,76
1390,Laura,Campbell,Laura Campbell,78,89,83,80,67,90,93
1391,Bradley,Patel,Bradley Patel,40,73,88,95,64,61,92
1392,Angela,Moran,Angela Moran,97,84,70,90,97,95,87
1393,Samuel,Lee,Samuel Lee,84,98,71,62,89,86,67
1394,Catherine,Miles,Catherine Miles,64,66,56,59,68,68,84
1395,Joseph,Erickson,Joseph Erickson,89,88,86,77,87,88,78
1396,Bradley,Cook,Bradley Cook,99,93,98,74,87,88,78
1397,Tony,Montgomery,Tony Montgomery,85,96,98,85,95,96,97
1398,Drew,Williams,Drew Williams,89,78,89,91,76,96,81
1399,Gwendolyn,Martinez,Gwendolyn Martinez,97,92,64,93,60,63,90
1400,Nathan,Calhoun,Nathan Calhoun,86,100,86,96,73,60,77
1401,Krista,Myers,Krista Myers,72,86,69,81,67,98,72
1402,Jeremy,Bailey,Jeremy Bailey,63,78,97,67,72,64,67
1403,Nicholas,Lester,Nicholas Lester,99,78,92,65,90,96,96
1404,Jennifer,Ford,Jennifer Ford,81,85,64,61,86,80,83
1405,Connor,Mitchell,Connor Mitchell,72,80,84,91,96,93,74
1406,Christine,Nelson,Christine Nelson,94,98,65,98,78,96,86
1407,Rebecca,Spencer,Rebecca Spencer,58,71,73,65,63,85,64
1408,Kyle,Rojas,Kyle Rojas,61,86,78,80,94,60,88
1409,Stacy,Sanders,Stacy Sanders,89,76,100,100,99,68,79
1410,Taylor,Waters,Taylor Waters,96,58,65,62,76,93,77
1411,Julie,Nichols,Julie Nichols,96,73,80,99,91,82,91
1412,John,Lin,John Lin,60,88,75,86,72,80,69
1413,William,Ryan,William Ryan,93,65,81,94,92,60,100
1414,Joseph,Phillips,Joseph Phillips,93,63,69,97,64,82,83
1415,Christina,Ramirez,Christina Ramirez,58,65,72,98,56,59,81
1416,Laura,Baxter,Laura Baxter,73,85,84,88,78,87,76
1417,Kevin,Jackson,Kevin Jackson,93,51,58,70,63,64,89
1418,Kayla,Schwartz,Kayla Schwartz,92,66,77,96,92,62,90
1419,Jason,Myers,Jason Myers,99,99,69,92,95,79,81
1420,Mary,Arnold,Mary Arnold,99,96,99,91,94,92,99
1421,Suzanne,Owens,Suzanne Owens,73,70,80,74,71,90,80
1422,Misty,Stewart,Misty Stewart,87,91,92,66,62,89,76
1423,Paul,Johnson,Paul Johnson,86,78,81,87,99,71,97
1424,Jordan,Rocha,Jordan Rocha,89,93,71,84,63,61,76
1425,Roger,Dixon,Roger Dixon,96,64,85,86,93,92,65
1426,Patricia,Garrison,Patricia Garrison,90,73,71,68,74,87,66
1427,Amanda,Davis,Amanda Davis,98,65,66,87,78,84,91
1428,Michael,Ferguson,Michael Ferguson,85,87,85,69,80,99,93
1429,Melissa,Robinson,Melissa Robinson,85,96,100,75,63,87,89
1430,Kathryn,Rivera,Kathryn Rivera,89,94,92,98,92,92,99
1431,Javier,Macdonald,Javier Macdonald,93,97,93,66,83,88,79
1432,Angela,Elliott,Angela Elliott,96,91,95,88,89,85,92
1433,Christine,Collins,Christine Collins,84,64,98,100,89,79,96
1434,Calvin,Taylor,Calvin Taylor,76,97,99,83,74,94,99
1435,Jennifer,Contreras,Jennifer Contreras,80,78,71,69,76,97,77
1436,Jennifer,Mccoy,Jennifer Mccoy,63,77,89,79,79,60,81
1437,Daniel,Thomas,Daniel Thomas,90,86,100,90,76,66,83
1438,Brian,Hess,Brian Hess,85,93,85,91,86,94,89
1439,Jessica,Mathews,Jessica Mathews,78,81,94,64,61,91,88
1440,Kathryn,Sanchez,Kathryn Sanchez,74,90,90,80,91,92,100
1441,Jeremy,Cook,Jeremy Cook,83,89,95,70,95,80,70
1442,Michael,Anderson,Michael Anderson,87,96,79,79,74,86,85
1443,Olivia,Garza,Olivia Garza,90,77,84,70,77,86,70
1444,Emily,Mason,Emily Mason,73,71,95,63,62,85,99
1445,Jennifer,Gonzales,Jennifer Gonzales,79,78,100,90,89,80,68
1446,Samantha,Rodriguez,Samantha Rodriguez,62,84,74,74,66,61,90
1447,Anthony,Adams,Anthony Adams,87,78,96,84,97,89,82
1448,Ronald,Diaz,Ronald Diaz,81,83,79,94,37,84,71
1449,Dana,Lambert,Dana Lambert,83,66,94,75,72,78,74
1450,Jonathan,Mckay,Jonathan Mckay,90,50,84,90,83,62,100
1451,Thomas,Odom,Thomas Odom,75,69,97,98,60,60,85
1452,John,Wells,John Wells,94,61,81,64,75,72,61
1453,Richard,Castillo,Richard Castillo,91,68,62,82,70,92,73
1454,Peter,Peck,Peter Peck,96,88,68,95,67,95,75
1455,Chris,Greene,Chris Greene,85,76,82,85,73,60,90
1456,Michael,Vance,Michael Vance,71,93,90,89,69,94,79
1457,Joanne,Howard,Joanne Howard,98,90,87,92,92,99,98
1458,James,Clarke,James Clarke,66,97,82,70,93,68,98
1459,Michael,Smith,Michael Smith,99,82,69,84,79,88,67
1460,Nicole,King,Nicole King,71,70,87,62,92,63,80
1461,Ruth,Miller,Ruth Miller,74,76,81,69,98,96,65
1462,Katelyn,Roman,Katelyn Roman,93,60,71,63,75,76,77
1463,Allison,Hendricks,Allison Hendricks,89,90,99,91,94,96,85
1464,Zachary,Lucero,Zachary Lucero,66,53,85,84,98,86,79
1465,Gregory,Ryan,Gregory Ryan,80,96,79,95,74,95,61
1466,Jacob,Hall,Jacob Hall,97,93,67,85,90,72,96
1467,Mark,Wright,Mark Wright,87,86,87,91,86,96,92
1468,Jennifer,Wright,Jennifer Wright,77,87,83,81,60,92,76
1469,Kimberly,Dyer,Kimberly Dyer,99,93,90,79,93,71,84
1470,Nicole,Grant,Nicole Grant,89,75,65,100,74,71,75
1471,Peter,Anderson,Peter Anderson,86,79,69,60,76,76,92
1472,Christine,Hernandez,Christine Hernandez,82,86,91,68,80,62,81
1473,Christine,Smith,Christine Smith,79,100,75,85,100,81,64
1474,Mark,Robinson,Mark Robinson,89,70,92,100,100,95,65
1475,Joan,Estrada,Joan Estrada,77,73,67,67,88,89,99
1476,Shelby,Lewis,Shelby Lewis,95,79,85,73,74,86,68
1477,Joshua,Williams,Joshua Williams,63,54,57,51,63,88,83
1478,Cynthia,Martinez,Cynthia Martinez,98,85,95,92,74,79,63
1479,Kevin,Holt,Kevin Holt,76,81,69,87,60,93,62
1480,Jessica,Nolan,Jessica Nolan,40,81,54,70,53,98,61
1481,Timothy,Fowler,Timothy Fowler,89,84,84,100,77,62,69
1482,Samantha,Ibarra,Samantha Ibarra,86,75,97,93,88,74,97
1483,Michelle,Guerrero,Michelle Guerrero,99,77,60,99,100,83,72
1484,Stephanie,Pineda,Stephanie Pineda,67,61,61,82,69,87,97
1485,Philip,Blair,Philip Blair,43,87,81,61,65,53,84
1486,David,Jimenez,David Jimenez,40,97,92,93,92,65,82
1487,Megan,Bright,Megan Bright,65,93,67,73,57,72,97
1488,Thomas,Montoya,Thomas Montoya,96,92,64,54,87,60,88
1489,Brenda,Houston,Brenda Houston,96,92,80,61,66,98,70
1490,Daniel,Lee,Daniel Lee,90,84,90,81,92,83,69
1491,Stephanie,Jones,Stephanie Jones,85,57,77,81,65,75,85
1492,Rachel,Salas,Rachel Salas,92,96,80,98,61,84,74
1493,Oscar,Benjamin,Oscar Benjamin,100,82,84,100,90,62,87
1494,Debra,Brown,Debra Brown,94,63,98,73,63,98,100
1495,Jennifer,Martin,Jennifer Martin,85,76,94,89,85,83,80
1496,Jeffrey,Conley,Jeffrey Conley,80,84,82,69,91,80,96
1497,Cory,Cook,Cory Cook,99,61,91,73,89,62,82
1498,David,Walters,David Walters,70,91,81,61,64,93,96
1499,Jeffrey,Moore,Jeffrey Moore,62,72,78,96,70,74,72
1500,Stacey,Williams,Stacey Williams,94,97,73,79,84,66,64
1501,Beth,Stephens,Beth Stephens,79,93,100,83,78,80,87
1502,Lisa,Franco,Lisa Franco,47,75,53,60,90,59,86
1503,Sarah,Snow,Sarah Snow,100,73,70,71,73,96,67
1504,Frederick,Lopez,Frederick Lopez,90,69,75,98,70,75,80
1505,Cynthia,White,Cynthia White,63,94,65,98,69,90,85
1506,Samantha,Hopkins,Samantha Hopkins,78,76,93,88,83,99,98
1507,Destiny,Rhodes,Destiny Rhodes,95,94,69,73,71,93,71
1508,Jessica,Jones,Jessica Jones,88,92,66,100,98,99,70
1509,Mark,Smith,Mark Smith,87,86,95,92,91,79,64
1510,Maureen,Cain,Maureen Cain,89,100,81,62,75,68,71
1511,Jennifer,Fuentes,Jennifer Fuentes,89,65,82,77,90,76,84
1512,Jennifer,Arnold,Jennifer Arnold,90,100,89,69,100,95,94
1513,Laura,Smith,Laura Smith,99,75,71,90,92,78,69
1514,David,Shaw,David Shaw,91,75,77,95,80,95,88
1515,Diana,Russo,Diana Russo,75,99,60,90,51,77,84
1516,Hayley,Johnson,Hayley Johnson,60,93,99,81,96,92,80
1517,Melissa,Jackson,Melissa Jackson,90,64,79,66,96,61,81
1518,Kimberly,Miller,Kimberly Miller,93,74,80,79,70,66,91
1519,Andrew,Stanley,Andrew Stanley,93,74,96,69,71,82,76
1520,Mary,Taylor,Mary Taylor,92,74,90,87,89,94,87
1521,Mindy,Jones,Mindy Jones,86,60,91,82,73,77,64
1522,John,Powell,John Powell,64,69,85,99,76,98,60
1523,Amanda,Padilla,Amanda Padilla,91,87,84,91,96,88,82
1524,Kevin,Koch,Kevin Koch,76,66,96,86,85,62,68
1525,Chad,Moreno,Chad Moreno,72,67,65,76,69,81,70
1526,Stephanie,Spencer,Stephanie Spencer,63,86,72,72,90,75,92
1527,Peter,Vargas,Peter Vargas,94,61,72,70,87,82,76
1528,Kayla,Bailey,Kayla Bailey,70,75,59,91,53,97,95
1529,Stephanie,Jones,Stephanie Jones,83,69,66,95,93,77,77
1530,Nancy,Hartman,Nancy Hartman,50,61,50,96,70,58,86
1531,Eduardo,Brown,Eduardo Brown,99,89,96,98,89,98,93
1532,Thomas,Stone,Thomas Stone,76,85,62,65,79,81,61
1533,Craig,Carter,Craig Carter,71,66,52,99,87,89,70
1534,Michael,Harrington,Michael Harrington,60,78,96,93,62,60,83
1535,Valerie,Nichols,Valerie Nichols,87,74,81,65,74,91,82
1536,Brian,Garcia,Brian Garcia,93,84,65,56,67,92,81
1537,Renee,Smith,Renee Smith,87,87,69,71,74,91,74
1538,Kaitlyn,Frazier,Kaitlyn Frazier,93,68,61,78,80,65,77
1539,Jesse,Green,Jesse Green,96,64,91,69,60,62,62
1540,Kimberly,Cooper,Kimberly Cooper,62,73,74,72,83,63,79
1541,Matthew,Chambers,Matthew Chambers,50,80,100,81,61,68,72
1542,Stephanie,Yu,Stephanie Yu,71,68,77,73,68,73,64
1543,Jose,Hodge,Jose Hodge,99,88,88,90,82,88,90
1544,Steve,Kelly,Steve Kelly,100,67,100,60,94,72,70
1545,Justin,Morgan,Justin Morgan,77,59,60,98,74,76,60
1546,Robert,Black,Robert Black,88,73,86,75,65,62,83
1547,Gabriella,Pierce,Gabriella Pierce,88,99,64,79,52,75,92
1548,William,Clay,William Clay,99,88,97,97,71,67,79
1549,Nicholas,Shea,Nicholas Shea,50,88,58,78,83,97,88
1550,Heidi,Ellis,Heidi Ellis,69,93,62,99,98,98,68
1551,Cassandra,Mills,Cassandra Mills,89,86,96,92,97,89,95
1552,Robert,Hart,Robert Hart,93,97,77,70,81,83,87
1553,Natalie,Garrison,Natalie Garrison,96,83,67,86,81,92,73
1554,Melissa,Campbell,Melissa Campbell,92,98,93,60,74,84,97
1555,Joshua,Cervantes,Joshua Cervantes,99,72,65,66,71,85,83
1556,Carlos,Long,Carlos Long,86,59,81,55,77,69,87
1557,Keith,Hunt,Keith Hunt,91,92,95,90,73,75,95
1558,Kevin,Turner,Kevin Turner,95,91,74,61,94,86,87
1559,Shane,Washington,Shane Washington,61,94,87,74,92,79,97
1560,Mark,Duke,Mark Duke,65,89,70,71,74,97,64
1561,Anna,Lane,Anna Lane,94,97,97,75,79,68,92
1562,Catherine,Ibarra,Catherine Ibarra,94,68,89,90,91,98,72
1563,Brian,Adams,Brian Adams,56,67,87,97,88,57,86
1564,Michael,James,Michael James,89,63,88,73,78,84,74
1565,Robert,Hernandez,Robert Hernandez,65,70,100,66,71,61,61
1566,Anthony,Walton,Anthony Walton,91,96,63,81,97,74,66
1567,Meghan,Lewis,Meghan Lewis,88,100,71,85,72,91,81
1568,Crystal,Holland,Crystal Holland,49,51,57,80,89,53,76
1569,Brian,Gibson,Brian Gibson,73,94,74,72,80,98,100
1570,Eric,Heath,Eric Heath,94,94,74,66,73,92,80
1571,Holly,Dunn,Holly Dunn,84,61,59,76,72,54,66
1572,Paul,Miller,Paul Miller,97,91,91,61,68,77,97
1573,Katherine,Reyes,Katherine Reyes,82,84,69,66,65,74,68
1574,Paula,Hernandez,Paula Hernandez,96,97,98,98,97,96,89
1575,Aaron,Ortega,Aaron Ortega,44,98,53,68,94,91,84
1576,Jonathan,Carter,Jonathan Carter,97,64,90,69,88,83,77
1577,Christina,Nguyen,Christina Nguyen,77,93,65,68,71,75,76
1578,Anita,Carter,Anita Carter,89,99,96,72,84,62,98
1579,Madeline,Holmes,Madeline Holmes,86,92,65,81,73,84,79
1580,Luis,Klein,Luis Klein,73,71,84,96,92,94,75
1581,Laura,Thornton,Laura Thornton,61,75,95,62,93,92,87
1582,William,Ball,William Ball,81,90,75,83,70,55,62
1583,Kristin,Gilbert,Kristin Gilbert,90,99,94,91,92,85,64
1584,Aaron,Ware,Aaron Ware,88,60,87,95,65,75,76
1585,Danny,Carlson,Danny Carlson,86,92,84,82,88,84,65
1586,Julie,Adkins,Julie Adkins,78,75,82,91,86,76,69
1587,Jerry,Aguirre,Jerry Aguirre,73,90,70,80,64,53,79
1588,Jason,Thomas,Jason Thomas,98,82,91,93,85,75,78
1589,Zachary,Houston,Zachary Houston,81,79,100,88,81,64,95
1590,Donna,Hoffman,Donna Hoffman,73,87,72,98,82,89,98
1591,Austin,Sanders,Austin Sanders,84,95,87,100,96,92,76
1592,Leslie,Mercado,Leslie Mercado,81,90,82,80,98,81,91
1593,Derrick,Tucker,Derrick Tucker,100,77,90,83,88,91,80
1594,Kelsey,Alexander,Kelsey Alexander,83,50,59,77,66,87,60
1595,Rhonda,Smith,Rhonda Smith,87,75,90,82,99,66,92
1596,Isaac,Santos,Isaac Santos,96,94,60,62,86,79,79
1597,David,Sloan,David Sloan,98,76,69,75,76,98,81
1598,Amanda,Peterson,Amanda Peterson,83,66,97,95,91,76,80
1599,Cynthia,Weeks,Cynthia Weeks,86,59,83,81,100,82,99
1600,Katherine,Turner,Katherine Turner,82,67,88,62,73,64,79
1601,Joseph,Patterson,Joseph Patterson,82,98,78,63,83,91,94
1602,Jill,Davis,Jill Davis,100,71,70,86,80,91,62
1603,Amy,Moore,Amy Moore,100,80,88,81,93,93,84
1604,Eric,Matthews,Eric Matthews,83,93,75,55,82,51,91
1605,Tamara,Bennett,Tamara Bennett,93,92,71,89,91,76,61
1606,Maria,Perkins,Maria Perkins,86,86,100,86,94,87,85
1607,Jillian,Reed,Jillian Reed,50,78,67,95,82,97,80
1608,Melissa,Mora,Melissa Mora,78,68,56,50,76,67,97
1609,Tina,Smith,Tina Smith,91,69,82,87,100,93,100
1610,Rhonda,Munoz,Rhonda Munoz,73,100,78,77,71,61,66
1611,Heidi,Johnson,Heidi Johnson,99,66,81,69,82,73,72
1612,Joshua,Davis,Joshua Davis,88,82,99,65,83,65,98
1613,Laura,Sanders,Laura Sanders,100,82,85,68,97,81,100
1614,Evan,Francis,Evan Francis,100,62,84,66,88,90,71
1615,Cynthia,Miller,Cynthia Miller,99,61,76,95,79,78,66
1616,Bobby,Miller,Bobby Miller,81,99,85,72,67,78,69
1617,Justin,Brooks,Justin Brooks,90,86,98,97,99,96,85
1618,Kayla,Krueger,Kayla Krueger,67,88,89,90,78,84,73
1619,Justin,Kim,Justin Kim,68,91,78,63,90,95,80
1620,Christian,Blankenship,Christian Blankenship,93,90,93,89,92,93,100
1621,Todd,Williams,Todd Williams,94,95,80,60,89,93,88
1622,Victoria,Perez,Victoria Perez,88,96,74,90,82,70,83
1623,Madeline,Hart,Madeline Hart,75,93,66,63,68,91,99
1624,Christopher,Meyer,Christopher Meyer,99,89,87,90,87,90,95
1625,Christopher,Fleming,Christopher Fleming,93,64,86,82,35,73,84
1626,Karen,Ramsey,Karen Ramsey,73,95,78,79,84,89,96
1627,Monica,Dalton,Monica Dalton,64,61,76,100,93,61,65
1628,Gary,Odonnell,Gary Odonnell,76,87,98,88,94,86,64
1629,Ann,Scott,Ann Scott,91,93,82,81,95,91,70
1630,Jessica,Jackson,Jessica Jackson,70,98,51,51,96,96,70
1631,Lauren,Morrison,Lauren Morrison,90,92,95,85,93,69,65
1632,Alexander,Brown,Alexander Brown,93,83,61,95,70,93,65
1633,Thomas,Smith,Thomas Smith,61,99,66,99,100,70,60
1634,Jonathan,Torres,Jonathan Torres,51,69,85,61,59,81,63
1635,Robin,Daniel,Robin Daniel,91,72,69,88,92,61,76
1636,Anthony,Peterson,Anthony Peterson,96,64,76,97,81,87,99
1637,Ashley,Blankenship,Ashley Blankenship,93,75,84,66,74,99,66
1638,Jennifer,Stewart,Jennifer Stewart,70,96,60,87,92,63,95
1639,James,Compton,James Compton,90,90,93,87,93,99,100
